request_id,summary.word_count,summary.words_per_sentence,summary.sentence_count,summary.six_plus_words,summary.capitals,summary.emojis,summary.emoticons,summary.hashtags,summary.urls,personality.extraversion,personality.active,personality.assertive,personality.cheerful,personality.energetic,personality.friendly,personality.sociable,personality.openness,personality.adventurous,personality.artistic,personality.emotionally_aware,personality.imaginative,personality.intellectual,personality.liberal,personality.conscientiousness,personality.ambitious,personality.cautious,personality.disciplined,personality.dutiful,personality.organized,personality.self_assured,personality.neuroticism,personality.aggressive,personality.anxiety_prone,personality.impulsive,personality.melancholy,personality.self_conscious,personality.stress_prone,personality.agreeableness,personality.cooperative,personality.empathetic,personality.genuine,personality.generous,personality.humble,personality.trusting,social_dynamics.social,social_dynamics.affiliation,social_dynamics.inward_focus,social_dynamics.outward_focus,social_dynamics.authentic,social_dynamics.negations,social_dynamics.clout,drives.affiliation,drives.achievement,drives.risk_seeking,drives.risk_aversion,drives.power,drives.reward
A2TYZ821XXK2YZ,212,9.636363636363637,22,0.1179245283018868,0.053482587064676616,0,0,0,0,57.80951112328139,63.672666499078964,35.244363019212784,84.01163451647247,53.0717649745042,70.74072397911928,55.52043604518089,44.997400043838304,57.5886086640706,56.68182197680338,71.06527960166257,34.785940010408595,30.624264868325703,42.179237077582904,46.04634848159791,30.610416611961515,35.96950867754047,42.68479332781661,51.25082492996485,43.59024702662976,73.82474629860597,47.70520759560637,49.653343516682725,45.246735766310195,62.51130470921076,47.772974730516594,34.841178345769855,44.07788676642148,65.29481633711791,56.89118729346788,82.84135145266414,71.32211994506987,64.64476560262248,53.01053219614299,60.20157662493058,24.38051016658512,10.115039218816987,49.74412584727307,36.43962592071505,61.0718052293881,7.921851661787866,52.85857911871085,10.115039218816987,20.97179624821692,53.64147976495903,57.93263262434826,3.6552921434460948,44.967091375868925
A1M379MK8MKGUF,552,11.74468085106383,47,0.1793478260869565,0.05045045045045045,0,0,0,0,53.30632428044597,44.2970177361243,23.33435553374079,97.87375420517212,48.945858606431486,69.01626123681875,49.42237243867556,61.19256612477641,68.27658221972783,72.91698942989592,62.09472159899215,62.100913239375465,50.98703646661586,65.88220528258027,40.28074251158672,24.629438364596535,25.758900982479446,44.20011229652763,41.298247951960526,40.61481885077846,70.64871306775876,30.400027700432027,14.602504423294151,47.55835347096848,59.632709645183766,13.583408125542034,52.02740734215315,48.25745266055749,63.92854251062425,49.20483987694361,90.48150056580653,69.17179518317165,60.58108256292437,66.9064870697277,48.235894790972544,52.02482857640851,26.936769958624968,73.73197446601985,83.64644541918398,76.07497639143905,1.978205744124313,45.94649610251859,26.936769958624968,0.05912495867410771,8.685756848464784,57.92435653397335,6.269123366991433,0.6876097502855146
A3CON4WD5PKNWO,278,18.533333333333335,15,0.13309352517985612,0.032588454376163874,0,0,0,0,60.50824031180833,51.4388548606698,58.24806469468574,83.21284478168671,47.833443537962886,59.66103728540248,63.02649430561871,54.42732036915065,43.936359405247806,72.5344162884107,68.3205493891148,43.004788365123446,52.79092218922756,42.92719888894409,54.867224666604116,68.93612314582168,37.51066180150797,36.00544689716841,57.4331480068349,36.230034481272334,58.59121483611083,45.49195400461921,35.48753287101287,44.71985078450544,80.505286389205,35.163468375164236,52.402660182801114,58.04539449814115,61.043645852758,47.843506131535904,77.20353173549836,48.95665078036586,63.50458741226945,54.1676401557077,65.16541117409628,71.39516810901401,56.837262743954,69.71649813305186,67.16047339236944,24.372435126001108,43.79163282980606,60.988395847950926,56.837262743954,74.18823008466417,52.23868244641231,2.238682446412315,68.97925618021746,100
A9Q28YTLYREO7,4987,18.47037037037037,270,0.2177661920994586,0.05004902189644708,0,0,0,0,56.759292771679746,59.841574853222596,50.60327131489374,72.8038031579763,51.49855644956851,60.88657878014153,45.716084362565894,51.20094904393596,57.376395186033335,49.86247501563588,68.08457966192049,42.56341396646651,51.40881513062142,38.15902923820298,56.94468294396738,71.13027185156831,36.72050728018165,49.37842189354561,43.66146978648359,51.584130518086056,68.69819438370239,38.56934252820704,38.29704791091379,31.3851147901438,50.967888602683516,41.1256582106325,38.25839513159462,26.636361951562094,50.113879532182665,55.405201186235246,57.29948063207777,29.126437144949097,51.503997262481825,41.11654588001259,60.77970612110975,39.440961828641754,8.21825759004397,7.591516276733606,82.3470992303236,4.177871277729419,39.29764179995241,74.35218658818724,8.21825759004397,54.655170725073276,58.772655797401306,10.038897624762065,61.70247883922357,98.70746742036657
A3RLNPQFXW3I42,246,17.571428571428573,14,0.16260162601626016,0.062311557788944726,0,0,0,0,60.1229562790152,42.09597713154954,70.36201719633362,83.29228503214777,40.360617427796186,57.53987012076728,57.01671786032368,46.691559634193915,64.1860523959999,74.69588027123615,74.14199590278363,37.83287218402802,25.860001895858982,33.322164710405474,57.63303515731062,68.75000189205687,42.00114946014438,50.55034178581289,45.73858961462997,66.0365067419225,62.28200756836632,48.37553193631906,64.60957172627326,51.05467703489534,82.14428476583801,18.02672770118171,52.46259208772271,61.37703851897852,49.624475541725225,46.17420089383927,63.777447390967666,48.75266768974077,44.784565713114375,46.63969179136036,53.349386487702475,80.76178523724515,52.36343869252147,26.064935504032157,82.3470992303236,5.979410181651179,72.19851708818291,63.64608669407779,52.36343869252147,39.12919473943447,66.77149714474882,34.548539270048835,95.97120631816357,81.8873058119248
A2A6LKO4CC39S0,714,39.666666666666664,18,0.3333333333333333,0,0,0,0,0,63.25564483519479,76.73209562477047,63.202075610346625,69.634316910048,66.12786512458541,50.673397507789794,45.06674823127316,50.64799557503821,49.589041615405606,59.24020056449214,59.9485517910068,48.459016847509304,40.564108373209784,61.78235423401247,55.770127362419004,68.94727328421867,63.88849522429467,33.71290672895579,35.4783962022742,75.48534941337552,56.60311947181925,36.99377384261815,51.41403644944877,33.947369333223335,58.12274025079959,21.832085534518566,39.09988248825652,29.03510766366465,45.726428998639925,55.9957828895715,72.21107711339718,45.63892861215421,30.627262744513757,33.47757383481229,58.75647402213508,32.55591471532422,0.1299903474239308,50.696970023507305,75.39518331540181,94.74917614884659,0.49818539816792373,63.64608669407779,0.1299903474239308,77.66130394250618,2.259372672349582,52.21799222047504,98.39659336900067,0.03516344836040124
A3J8ABVGK7ZL6H,518,13.631578947368421,38,0.1525096525096525,0.06503298774740811,0,0,0,0,61.853950115418876,57.55071468985682,66.475442434672,80.91217638769758,54.61140458252073,55.80980995564187,42.448888787325636,48.72175117550887,55.63871067299299,75.85928827636127,68.78906619456167,48.3581911130462,31.64633648985653,35.39238489195445,55.59029546506354,79.5356232489027,44.99682251726824,28.25413884460955,41.49595430527559,47.78403064587093,59.14068621855288,53.0651371574047,61.60961261411076,46.387851126202385,69.87323583380044,49.60215606901995,48.824521182008375,38.089696073304616,50.556603448184994,44.39024877686358,62.63999204485872,42.57598415272308,53.61077763829362,43.30332663098122,47.79149375529372,17.35589991422882,10.612357901847872,8.587378650840591,42.481171894397086,3.2029550843203727,58.76954107512697,57.80093927581458,10.612357901847872,47.883589926898864,50.49656542249441,3.9807994703302145,75.28022186478597,96.44426084582174
A3P9A99437UZH1,282,11.75,24,0.1773049645390071,0.04895104895104895,0,0,0,0,65.71322415751233,50.59515612817736,45.39119051061741,93.73406276323516,70.93465092073527,74.08153955207716,62.94861346443559,56.36944539162578,54.17509587492195,80.63706551824775,61.42050028334538,56.3872401753341,40.873787605502905,65.37344199647757,57.31958355936392,59.40554838076986,41.558938140749405,29.633544120120114,62.00812248779382,65.1668396343858,67.57142363171083,42.928888173331565,48.93134792045718,37.144688544843646,79.39957806376115,21.337674503089342,52.160255119533836,53.59129714578485,62.298388511116954,59.678769364306774,85.05630273734539,39.066987827810316,59.647737949627434,65.97015094066006,63.67291924924014,54.84354186501614,78.41203497480878,41.32902162539519,51.79177356616734,13.494836014674222,60.83672279727443,31.44628904704077,78.41203497480878,28.94450788384909,25.093106016717705,29.384258876106927,16.74091012098491,44.967091375868925
A2YNL0PAKAQPRQ,373,21.941176470588236,17,0.17962466487935658,0.0317975340687865,0,0,0,0,63.24435563075918,50.283970141732716,53.84938529894494,85.50364564255284,66.001911103803,66.39513422108223,51.865039515486046,56.753909331999054,56.41021273425923,61.37144940921478,66.00565414319334,67.57100190837306,50.39784271835299,49.74473555138289,62.56149338034794,79.21720456983356,31.42580870054107,47.7138804358368,55.51059141996402,49.69263123506862,76.48039599448536,33.54977506616281,36.56534138063405,28.63784354561902,52.65117244893429,32.08731330489465,31.83702034277713,18.596582386223588,65.34495204777005,66.73055715812774,67.33371705909676,62.56107372604838,70.72782843604708,45.38123740843942,67.86307801115585,25.99156566267078,13.798028242825108,41.84237349374316,28.122155093933625,73.04434246563261,3.356494449431255,59.71339763234846,13.798028242825108,74.029280261133,48.65927335926508,5.8180915335595484,53.339424136114324,92.69717301198588
A36RS7KTNOBROF,625,24.03846153846154,26,0.2176,0.07392571012381646,0,0,0,0,63.603746912066846,57.27990886714698,54.18910905619794,94.75638470097138,58.09351262328817,72.87815205719068,38.34280257029643,52.41544032188244,61.954839648679545,66.94602427758849,59.167610819024844,57.94381245068863,41.66440867099557,42.58678532092442,54.73577572678661,56.64419904576209,37.97345312562135,28.380021055523716,54.866064802339544,49.597019892296686,78.10654841781651,32.623185814586826,41.37990408651733,30.249013283733838,58.725932354804776,21.17672038623405,35.07586938459814,20.537859784888216,60.0050129306813,64.6788364337645,66.9953108688953,34.86677370789405,63.859502379233824,59.392593589445795,60.66726349859077,20.053829013827446,65.8305504300328,13.283698442335096,62.01274517917735,3.3186127575986957,17.659024971545616,75.08087533990157,65.8305504300328,6.687345782917128,82.21881982951254,48.24133079533229,7.117338270890469,83.67158692651124
